name,institution,match_status,candidates_count,review_reason,scholar_name,scholar_profile_url,affiliation,interests,cited_by,h_index,i10_index,error
Abilio Pereira de Lucena Filho,UFRJ,not_found,0,Nenhum candidato encontrado no Google Scholar,,,,[],,,,
