name,institution,match_status,candidates_count,review_reason,scholar_name,scholar_profile_url,affiliation,interests,cited_by,h_index,i10_index,error
Fabio Kon,USP,error,0,Google Scholar redirecionou para login,,,,[],,,,Google Scholar redirecionou para login
